Questions,OK,OK,OK,OK,Ok,OK,We can put volumes?,OK,OK,OK,OK,OK,OK,OK,"In this case, We need to use the generic degree abbreviation or We can more specific? Do you have some list of official abbreviations?",What is the correct number for El Colegio de México? 2063 or 2069,We can insert the Research Centers?,OK,OK,OK
,0,0,Y,primary,Saavedra Casco,José Arturo,257,masters,ECM01:990003111540302716,no,La rebelión Maji Maji: un análisis historiográfico,1995,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,saavedra_Ja_000286391.pdf
,0,0,Y,primary,Herrera Barreda,María del Socorro,208,masters,ECM01:990003017140302716,no,Panafricanismo y contactos transatlánticos,1995,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,herrera_mdels_000294281.pdf
,0,0,Y,primary,Morales Pasantes,Isabel,40,masters,ECM01:990002977150302716,no,Apertura comercial y educación superior,1995,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,morales_i_000287560.pdf
,0,0,Y,primary,Haro Navejas,Francisco Javier,"xiii, 201 ",masters,ECM01:990003016720302716,no,Reforma política y movimientos sociales en China: protestas estudiantiles en los ochenta,1995,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,haro_fJ_000285924.pdf
,0,0,Y,primary,Claps Arenas,Domingo Andrés,69,masters,ECM01:990003171280302716,no,Elección social y normatividad moral en un contexto de juegos no cooperativos,1995,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,claps_da_000285884.pdf
,0,0,Y,primary,Lobato Osorio,Manuel,52,masters,ECM01:990003006960302716,no,La descentralización de la recaudación fiscal federal: un problema de principal-agente,1995,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,lobato_m_000288138.pdf
,0,0,Y,primary,Dyer Leal,George Allen,43,masters,ECM01:990003013280302716,no,Los recursos forestales maderables de México y su inclusión en el sistema de cuentas nacionales,1995,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,dyer_ga_000285894.pdf
,0,0,Y,primary,De Oto,Alejandro,206,masters,ECM01:990003013330302716,no,"El imperio de, y, las narraciones cuando Richard F. Burton describió el Este de África",1995,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,oto_a_000296627.pdf
,0,0,Y,primary,Gutiérrez Ponce,José Luis,105,masters,ECM01:990003066650302716,no,Un análisis empírico del programa ambiental Hoy no circula,1995,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,gutirrez_Jl_000285922.pdf
,0,0,Y,primary,Arsovska,Liljana,61,masters,ECM01:990003043980302716,no,El Dao de Jing en la República Popular China,1995,,SP/chi,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,arsovska_l_000288136.pdf
,0,0,Y,primary,Delgado Salazar,Ramiro de Jesús,282,masters,ECM01:990003261050302716,no,"Una aproximación a la comida en Bachile, Guinea Bissau",1996,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,delgado_rdeJ_000331954.pdf
,0,0,Y,primary,Buenrostro Sánchez,Raquel,27,masters,ECM01:990003263250302716,no,Comportamiento del tipo de cambio dentro de una banda: análisis de los efectos debidos a la intervención intramarginal del Banco Central,1996,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,buenrostro_r_000273141.pdf
,0,0,Y,primary,Luna Santos,Silvia,221,masters,ECM01:990003135010302716,no,Mortalidad adulta en la ciudad de México: una perspectiva desde el acceso a los servicios de salud y el estilo de vida,1996,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,luna_s_000280157.pdf
,0,0,Y,primary,Rojas García,Georgina,"viii, 134 ",masters,ECM01:990003142680302716,no,Mortalidad adulta en México: un análisis de la desigualdad socioeconómica,1996,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,rojas_g_000273867.pdf
,0,0,Y,primary,Camas Reyes,Francisco Javier,225,masters,ECM01:990003208860302716,no,"El desarrollo económico del Soconusco y el crecimiento demográfico y territorial de Tapachula, 1880-1990",1996,,SP,masters,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,M,PDF,camas_fJ_000273137.pdf
,0,0,Y,primary,Preciat,Eduardo,107,masters,ECM01:990003262370302716,no,Equipamiento y desequilibrio territorial en el DF,1996,,SP,masters,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,M,PDF,preciat_eJ_000273859.pdf
,0,0,Y,primary,Martínez Chombo,Eduardo,"vii, 37 ",masters,ECM01:990003230590302716,no,La estructura de vencimiento de la deuda interna en valores: el caso de México,1996,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,martnez_e_000273889.pdf
,0,0,Y,primary,Larralde Corona,Adriana Helia,"viii, 121 ",masters,ECM01:990003188310302716,no,Los desplazamientos diarios de la población en el área Metropolitana de Monterrey,1996,,SP,masters,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,M,PDF,larralde_ah_000273159.pdf
,0,0,Y,primary,Múñoz Aguirre,Christian Dennis,197,masters,ECM01:990003298090302716,no,"Proceso de urbanización en un contexto regional: el caso de Sonora, 1921-1990",1996,,SP,masters,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,M,PDF,muoz_chd_000273851.pdf
,0,0,Y,primary,Morales Garza,Martha Gloria,166,masters,ECM01:990003157230302716,no,Migración y comportamiento electoral en Querétaro,1996,,SP,masters,,El Colegio de México. Centro de Estudios Internacionales,M,PDF,morales_mg_000281275.pdf
,0,0,Y,primary,Barreto Villanueva,Adán,86,masters,ECM01:990003226180302716,no,Las estructuras modelo de Coale y Trussell: aplicadas al caso mexicano,1996,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,barreto_a_000273130.pdf
,0,0,Y,primary,Aguirre,Alejandro,"62, [25] ",masters,ECM01:990003193010302716,no,Mortalidad materna en México,1996,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,aguirre_af_000273128.pdf
,0,0,Y,primary,Magaña Cervantes,Norma M.,"179, [9] ",masters,ECM01:990003257030302716,no,Localización del comercio detallista moderno en el Distrito Federal: crecimiento y áreas de mercado,1996,,SP,masters,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,M,PDF,magaa_nm_000273165.pdf
,0,0,Y,primary,Huamán Herrera,Elías Antonio,191,masters,ECM01:990003188410302716,no,"Políticas de regularización de la tenencia de la tierra en los municipios conurbados de la zona Metropolitana de la ciudad de México, 1970-1992",1996,,SP,masters,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,M,PDF,huamn_ea_000275973.pdf
,0,0,Y,primary,Nehmad Amkie,Grace,121,masters,ECM01:990003208850302716,no,La autonomía femenina y su influencia en el espaciamiento y número de hijos,1996,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,nehmad_g_000273855.pdf
,0,0,Y,primary,Mendoza Contreras,José Eduardo,102,masters,ECM01:990003261020302716,no,La desregulación de la banca comercial en México: un análisis de series de tiempo,1996,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,mendoza_Je_000313682.pdf
,0,0,Y,primary,Velázquez Guadarrama,César,59,masters,ECM01:990003226220302716,no,El gasto público y la inversión privada: un análisis de cointegración,1996,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,velzquez_c_000273891.pdf
,0,0,Y,primary,Ríos Lázaro,Octavio Daniel,57,masters,ECM01:990003230470302716,no,"Flujos de comercio, precios relativos y tipo de cambio real: un VAR para México",1996,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,ros_od_000287764.pdf
,0,0,Y,primary,Mesa Delmonte,Luis,193,masters,ECM01:990003142630302716,no,El conflicto Iraq-Kuwait,1996,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,mesa_l_000279354.pdf
,0,0,Y,primary,Guzmán Ornelas,María del Socorro,189,masters,ECM01:990003142710302716,no,Debate teórico sobre los orígenes de la subordinación de la mujer en África: el caso de Zaire,1996,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,guzmn_mdels_000274484.pdf
,0,0,Y,primary,Menkes,Catherine,145,masters,ECM01:990003147340302716,no,Algunas características socio-económicas y demográficas de las mujeres migrantes y nativas en México,1996,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,menkes_c_000273167.pdf
,0,0,Y,primary,Vite Pérez,Miguel Ángel,202,masters,ECM01:990003193030302716,no,El estado y la urbanización de la zona Metropolitana de la ciudad de México en la década de los ochenta,1996,,SP,masters,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,M,PDF,vite_ma_000273881.pdf
,0,0,Y,primary,Western,Wilda Celia,237,masters,ECM01:990003257060302716,no,La nación nasserista,1996,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,western_wc_000282095.pdf
,0,0,Y,primary,Barriga Delgado,Emilio,52,masters,ECM01:990003226150302716,no,La intervención del estado en la economía: la postura neoclásica,1996,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,barriga_e_000273139.pdf
,0,0,Y,primary,Aguilera Aburto,Nelly,58,masters,ECM01:990003226250302716,no,Un modelo APT para el caso de México,1996,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,aguilera_nh_000288332.pdf
,0,0,Y,primary,Cruz García,Salvador de la,"47, [27] ",masters,ECM01:990003142560302716,no,Impactos de algunas reformas sobre la economía mexicana: un análisis de multiplicadores,1996,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,cruz_sdela_000273145.pdf
,0,0,Y,primary,Molinatti,Alejandra Catalina,"221, [27] ",masters,ECM01:990003208920302716,no,La geografía política de la región central mexicana: voto y gasto en solidaridad como relaciones de intercambio político,1996,,SP,masters,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,M,PDF,molinatti_ac_000273849.pdf
,0,0,Y,primary,Martínez Escamilla,Víctor Hugo,286,masters,ECM01:990003441630302716,no,"Kenya: empresariado, ajuste estructural y mujeres en la economía informal",1997,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,martnez_vh_000263509.pdf
,0,0,Y,primary,Múñoz Múñoz,María de los Ángeles,220,masters,ECM01:990003385830302716,no,Logística de distribución física de productos de consumo calificado e impacto en los patrones de desarrollo urbano: el caso de los grandes centros comerciales de la zona Metropolitana de la ciudad de México,1997,,SP,masters,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,M,PDF,muoz_mdelosa_000263521.pdf
,0,0,Y,primary,Muñoz Bugarín,Jair,"vii, 83 ",masters,ECM01:990003390600302716,no,Bursatilización del crédito hipotecario: evaluación para la posible aplicación en México de un modelo de fijación de precios para valores respaldados por hipotecas,1997,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,muoz_J_000263519.pdf
,0,0,Y,primary,Giorguli Saucedo,Silvia Elena,"vii, 203 ",masters,ECM01:990003347120302716,no,"Crisis económica, salud y muerte en México, 1979-1993",1997,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,giorguli_se_000263487.pdf
,0,0,Y,primary,Ruiz Porras,Antonio,105,masters,ECM01:990003434480302716,no,"Tres aspectos en torno a la vinculación entre desenvolvimiento financiero y crecimiento económico: teoría, política y modelación económica",1997,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,ruiz_a_000263541.pdf
,0,0,Y,primary,Galindo Marines,Alejandra,262,masters,ECM01:990003318900302716,no,"El proceso de construcción y consolidación del liderazgo hegemónico de Arabia Saudita en el Golfo Árabe-Pérsico, 1965-1993",1997,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,galindo_a_000270195.pdf
,0,0,Y,primary,Lagunes Toledo,Luis Alejandro,"[ix], 235 ",masters,ECM01:990003411000302716,no,"Evidencia empírica de un proceso de control inflacionario a la luz de modelos macroeconómicos teóricos: México, 1988-1994",1997,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,lagunes_la_000263769.pdf
,0,0,Y,primary,García Montiel,Emilio,238,masters,ECM01:990003332ECM01:990302716,no,"Modelos urbanos y arquitectónicos occidentales en el espacio público de Tokio, 1868-1930",1997,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,garca_e_000263485.pdf
,0,0,Y,primary,Puebla Cadena,Claudia Frisia,"vii, 323 ",masters,ECM01:990003338340302716,no,"La política de vivienda en México, 1972-1994: los casos de INFONAVIT y FONHAPO",1997,,SP,masters,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,M,PDF,puebla_cf_000263533.pdf
,0,0,Y,primary,Gutiérrez Ramírez,Servando,97,masters,ECM01:990003380330302716,no,El impacto del contexto sociocultural de residencia en la probabilidad de agrandamiento de las familias: un análisis comparativo en distintas regiones de México,1997,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,gutirrez_s_000263495.pdf
,0,0,Y,primary,Onaha,Cecilia,105,masters,ECM01:990003301170302716,no,Evolución de la política educativa en el Japón moderno: educación elemental en la democracia Taishoo,1997,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,onaha_mc_000270199.pdf
,0,0,Y,primary,Núñez Mora,José Antonio,51,masters,ECM01:990003338380302716,no,Análisis de cointegración de la cuenta corriente en México: un modelo intertemporal,1997,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,nez_ja_000263523.pdf
,0,0,Y,primary,Cajas Castro,Modesta Esmeralda,152,masters,ECM01:990003318860302716,no,Mujeres campesinas de Tanzania: opresión y creatividad social,1997,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,cajas_me_000263471.pdf
,0,0,Y,primary,Jiménez Díaz,Gloria Patricia,"vii, 437 ",masters,ECM01:990003395830302716,no,"Comunicación social y gobierno en México, 1976-1994",1997,,SP,masters,,El Colegio de México. Centro de Estudios Internacionales,M,PDF,jimnez_gp_000263501.pdf
,0,0,Y,primary,Martínez García,Gerónimo,"61, 7,30, 5 ",masters,ECM01:990003338400302716,no,Los niños sinaloenses ante la educación sexual,1997,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,martnez_g_000263511.pdf
,0,0,Y,primary,Chávez Hernández,Norma Angélica,"[ii], 49, [2] ",masters,ECM01:990004572840302716,no,Una comparación entre sistemas diferenciales de demanda y su aplicación al caso de México,1997,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,chvez_na_000263475.pdf
,0,0,Y,primary,Seri,Andrea del Rosario,153,masters,ECM01:990003434460302716,no,Los dos grandes textos sapienciales acadios: ficción o reflejo de una sociedad?,1997,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,seri_adelr_000263753.pdf
,0,0,Y,primary,Mayorga Martínez,Miguel,57,masters,ECM01:990004084760302716,no,Apertura comercial y dumping en el sector pecuario :: el caso de la carne de bovino,1998,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,mayorga_m_000247210.pdf
,0,0,Y,primary,Caudillo Fuentes,Luz Adriana,"36, [41] ",masters,ECM01:990003523410302716,no,Cálculo del precio de opciones europeas de compra cuyo activo subyacente no tiene distribución lognormal: comparación con el método Black y Scholes,1998,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,caudillo_lae_000246996.pdf
,0,0,Y,primary,Romero Hernández,Carlos,23,masters,ECM01:990003524240302716,no,Competencia y costos en el sector bancario mexicano,1998,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,romero_c_000247234.pdf
,0,0,Y,primary,Vilalta y Perdomo,Carlos Javier,"108, [4] ",masters,ECM01:990003408420302716,no,Una propuesta alternativa a la distritación electoral mexicana de 1996: hacia un ejercicio de regionalización política,1998,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,vilalta_cJ_000264409.pdf
,0,0,Y,primary,Torres Bueno,José Víctor,"viii, 99 ",masters,ECM01:990003441740302716,no,La planeación urbana en Puerto Vallarta,1998,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,torres_Jv_000247242.pdf
,0,0,Y,primary,Ahumada Vargas,Joel,"v, 81, [30] ",masters,ECM01:990003441610302716,no,Aplicación de modelos gravitacionales para estimar la distribución de la población en zonas urbanas,1998,,SP,masters,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,M,PDF,ahumada_J_000246972.pdf
,0,0,Y,primary,Mijangos Castellanos,Víctor Manuel,"136, [59] ",masters,ECM01:990003522000302716,no,Estructura urbana y transporte público en el área metropolitana de Guadalajara,1998,,SP,masters,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,M,PDF,mijangos_vm_000247212.pdf
,0,0,Y,primary,Espino Bravo,Juan Manuel,74,masters,ECM01:990003462220302716,no,Estudio de factibilidad para el establecimiento de un consejo monetario en México,1998,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,espino_Jm_000247014.pdf
,0,0,Y,primary,Posada de la Concha,Pedro,84,masters,ECM01:990003444020302716,no,El sistema de patentes en México,1998,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,posada_p_000247232.pdf
,0,0,Y,primary,Bustamante Quintana,Norma,"119, [29] ",masters,ECM01:990003523380302716,no,"Impuesto predial y estructura urbana: el caso de Hermosillo, Sonora",1998,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,bustamante_n_000246992.pdf
,0,0,Y,primary,Orro Fernández,Roberto,"42, [7] ",masters,ECM01:990003475520302716,no,Externalidades interramales en la industria manufacturera mexicana: un enfoque econométrico,1998,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,orro_r_000264029.pdf
,0,0,Y,primary,Vázquez Cermeño,Gabriela,228,masters,ECM01:990003448910302716,no,Estacionalidad de la nupcialidad en México,1998,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,vazquez_g_000247246.pdf
,0,0,Y,primary,Escalona Agüero,Alejandro,295,masters,ECM01:990003524160302716,no,Estudio sobre la dinámica de las relaciones sociales en la República de Corea,1998,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,escalona_a_000247010.pdf
,0,0,Y,primary,García Bátiz,María Luisa,101,masters,ECM01:990003447900302716,no,Desarrollo urbano-industrial y riesgos ecológicos en zonas urbanas: los peligros industriales y la vulnerabilidad social en la zona Metropolitana de Guadalajara,1998,,SP,masters,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,M,PDF,garca_ml_000332556.pdf
,0,0,Y,primary,Quiroz Reyes,Nora Larisa,239,masters,ECM01:990003524170302716,no,El Likud: ideología y realísmo,1998,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,quiroz_nl_000252297.pdf
,0,0,Y,primary,Solís Pérez,Marlene Celia,"v, 135 ",masters,ECM01:990003419020302716,no,Comercio en la vía pública y conflicto urbano: el caso del Centro Histórico de la ciudad de México,1998,,SP,masters,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,M,PDF,sols_mc_000253636.pdf
,0,0,Y,primary,Buenrostro Sánchez,Lucía,52,masters,ECM01:990003524220302716,no,Una comparación entre medidas para evaluar políticas comerciales,1998,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,buenrostro_l_000246990.pdf
,0,0,Y,primary,Arana Coronado,Jaime,49,masters,ECM01:990003523480302716,no,Determinantes de las calificaciones de crédito,1998,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,arana_JJ_000246984.pdf
,0,0,Y,primary,Cuéllar Alvarez,José Alberto,"iv, 49 ",masters,ECM01:990003523500302716,no,"Cálculo de la base gravable, la recaudación teórica y la evasión del impuesto al valor agregado en México para los años 1990, 1992 y 1994",1998,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,cullar_ja_000247004.pdf
,0,0,Y,primary,Gatica Arreola,Leonardo,23,masters,ECM01:990003460250302716,no,Decisiones de consumo e inversión bajo incertidumbre,1998,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,gatica_la_000247188.pdf
,0,0,Y,primary,Gutiérrez Mendoza,Gerardo,"[8], 97 ",masters,ECM01:990003448970302716,no,Estudio del crecimiento de la mancha urbana de la ZMCM a través de sensores remotos,1998,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,gutirrez_g_000247192.pdf
,0,0,Y,primary,Ohem Ochoa,Ana María,"v, 188 ",masters,ECM01:990003441720302716,no,Tendencias de localización de la industria maquiladora en México,1998,,SP,masters,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,M,PDF,ohem_am_000247220.pdf
,0,0,Y,primary,Corona Cuapio,Reina,196,masters,ECM01:990003552460302716,no,La región centro de México: una región funcional urbana?,1998,,SP,masters,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,M,PDF,corona_r_000247002.pdf
,0,0,Y,primary,Inclán Garza,Rodrigo,111,masters,ECM01:990003551080302716,no,Análisis de la localización y organización de la producción en las regiones,1998,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,incln_r_000247200.pdf
,0,0,Y,primary,Campuzano Hernández,Larissa,24,masters,ECM01:990004263860302716,no,Equivalencia de rentas e implementación en subastas de bienes heterogéneos,1998,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,campuzano_l_000246994.pdf
,0,0,Y,primary,Navarro Lozano,Salvador,17,masters,ECM01:990003550910302716,no,Expectativas racionales vs adaptativas: la función consumo mexicana y la tasa de interés,1998,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,navarro_s_000247218.pdf
,0,0,Y,primary,Loggia Gago,Silvia María,127,masters,ECM01:990003441580302716,no,Diferenciales de la práctica anticonceptiva en tres regiones de México: 1987-1992,1998,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,loggia_sm_000247206.pdf
,0,0,Y,primary,Granados Quiroz,Ulises,2 volumes,masters,ECM01:990003522040302716,no,Las Islas Spratlys: importancia geo-estratégica para la seguridad nacional de la República Popular China al final del siglo XX,1998,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,granados_u_000320843.pdf
,0,0,Y,primary,Ponce Guadian,Arturo,185,masters,ECM01:990003448960302716,no,El proceso de paz en Medio Oriente y las relaciones diplomáticas entre México y Líbano,1998,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,ponce_a_000247228.pdf
,0,0,Y,primary,Ponzio de León,Carlos Alejandro,15,masters,ECM01:990003460230302716,no,Competencia entre jurisdicciones y la eficiencia de los gobiernos locales,1998,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,ponzio_ca_000247230.pdf
,0,0,Y,primary,Conde Lara,Jorge Alberto,42,masters,ECM01:990003440180302716,no,El impuesto al activo en México: ventajas e inconvenientes,1998,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,conde_Ja_000246998.pdf
,0,0,Y,primary,Keller Cortina,Gretel Ana,74,masters,ECM01:990003523430302716,no,Análisis de los efectos de un acuerdo de libre comercio mediante un modelo de producción y precios,1998,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,keller_ga_000247204.pdf
,0,0,Y,primary,Velasco Robles,Gabriel,37,masters,ECM01:990004258560302716,no,Composición de la oferta laboral y salarios en la industria maquiladora de exportación,1999,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,velasco_g_000236326.pdf
,0,0,Y,primary,García Castillo,Tonatiuh,64,masters,ECM01:990004312100302716,no,La crisis de la balanza de pagos de México en 1994 como una crisis de profecía auto cumplida,1999,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,garca_t_000276643.pdf
,0,0,Y,primary,Herrera Gutiérrez,Arturo,26,masters,ECM01:990004256920302716,no,El votante de la mediana: la distribución del ingreso en México y preferencias electorales en México,1999,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,herrera_a_000236270.pdf
,0,0,Y,primary,Martínez Castillo,José Alejo,135,masters,ECM01:990004322400302716,no,La innovación tecnológica: una faceta del avance tecnológico : análisis de esta actividad en México,1999,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,martnez_ja_000236278.pdf
,0,0,Y,primary,Estrada Díaz,Gabriela,"iv, 163 ",masters,ECM01:990004363120302716,no,El papel de los combustibles en la política del aire para el Valle de México,1999,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,estrada_g_000236244.pdf
,0,0,Y,primary,Rosas,Carolina A,59,masters,ECM01:990004340050302716,no,Salud reproductiva en el refugio,1999,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,rosas_ca_000236306.pdf
,0,0,Y,primary,Alvarado Ruiz,Jorge Alberto,53,masters,ECM01:990004358580302716,no,Descomposición y distribución del ingreso por fuentes de origen: efectos sobre la desigualdad y bienestar social : un estudio de caso,1999,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,alvarado_ja_000264022.pdf
,0,0,Y,primary,Gayet,Cecilia Inés,78,masters,ECM01:990004332710302716,no,Las fronteras del riesgo: inmigración y SIDA en los municipios conurbados del área Metropolitana de la Ciudad de México,1999,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,gayet_c_000236250.pdf
,0,0,Y,primary,Padilla,Juan Manuel,"95, [35] ",masters,ECM01:990004312050302716,no,Dinámica demográfica de Zacatecas de 1970 a 1995 con énfasis en su contexto socioeconómico,1999,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,padilla_Jm_000236294.pdf
,0,0,Y,primary,Ciani del Pio,Letizia,"v, 261 ",masters,ECM01:990004281060302716,no,Los préstamos del árabe al suajili: un caso de lenguas en contacto,1999,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,ciani_l_000236238.pdf
,0,0,Y,primary,Juárez Sánchez,Raúl,27,masters,ECM01:990004760300302716,no,Sobre el número de factores necesario en un modelo APT para valuar activos en el sector financiero mexicano,1999,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,jurez_r_000238617.pdf
,0,0,Y,primary,Rangel López,José Gonzalo,"34, [18] ",masters,ECM01:990004387160302716,no,Estimación de un modelo de duración con múltiples estados para el mercado laboral en México,1999,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,rangel_Jg_000236308.pdf
,0,0,Y,primary,Herrera Hernández,Jorge,17,masters,ECM01:990004265950302716,no,Fundamentos microeconómicos de crisis autorrealizables en balanza de pagos,1999,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,herrera_J_000236272.pdf
,0,0,Y,primary,Calvillo Velasco,Mercedes,213,masters,ECM01:990003560040302716,no,La educación multicultural en Japón,1999,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,calvillo_m_000236236.pdf
,0,0,Y,primary,Estrada Valencia,Rosita,124,masters,ECM01:990004327260302716,no,Espacios de resistencia cotidiana de la mujer árabe-musulmana,1999,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,estrada_r_000236246.pdf
